epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
572,14341.5,0.12312,0.09992,0.76058,0.9932,1,0.99477,0.95501,0.34817,0.15711,0.80767,0.00395502,0.00395502,0.00395502
573,14366.4,0.12197,0.09587,0.75199,0.9932,1,0.99477,0.95509,0.34824,0.15684,0.80763,0.00393986,0.00393986,0.00393986
574,14391.9,0.11872,0.09462,0.75214,0.9932,1,0.99477,0.95546,0.34811,0.15697,0.80763,0.00392471,0.00392471,0.00392471
575,14416.8,0.11948,0.0971,0.75487,0.9932,1,0.99477,0.95465,0.34828,0.15646,0.80766,0.00390957,0.00390957,0.00390957
576,14441.7,0.11964,0.09629,0.75912,0.9932,1,0.99477,0.95593,0.3484,0.15688,0.80766,0.00389445,0.00389445,0.00389445
577,14466.6,0.11858,0.09444,0.75954,0.9932,1,0.99477,0.95582,0.34836,0.15693,0.80763,0.00387933,0.00387933,0.00387933
578,14491.5,0.11269,0.09255,0.75741,0.9932,1,0.99477,0.95517,0.34823,0.15712,0.80764,0.00386423,0.00386423,0.00386423
579,14516.5,0.11671,0.0927,0.75396,0.9932,1,0.99477,0.95385,0.34821,0.15685,0.80765,0.00384913,0.00384913,0.00384913
580,14541.3,0.12372,0.09755,0.75695,0.9932,1,0.99477,0.95392,0.34833,0.15715,0.80767,0.00383405,0.00383405,0.00383405
581,14566,0.12644,0.09892,0.75819,0.9932,1,0.99477,0.95525,0.34833,0.15722,0.80767,0.00381899,0.00381899,0.00381899
582,14590.8,0.11815,0.09568,0.75453,0.9932,1,0.99477,0.95411,0.34848,0.15704,0.80766,0.00380393,0.00380393,0.00380393
583,14615.7,0.11463,0.09235,0.7515,0.9932,1,0.99477,0.95508,0.34853,0.15675,0.8077,0.00378888,0.00378888,0.00378888
584,14640.7,0.11733,0.09389,0.75714,0.9932,1,0.99477,0.95503,0.34861,0.15733,0.80772,0.00377385,0.00377385,0.00377385
585,14665.6,0.116,0.09467,0.75499,0.9932,1,0.99477,0.95531,0.34869,0.15714,0.80775,0.00375883,0.00375883,0.00375883
586,14690.5,0.11539,0.09435,0.75383,0.9932,1,0.99477,0.95406,0.3486,0.15679,0.80778,0.00374383,0.00374383,0.00374383
587,14715.2,0.117,0.09476,0.75728,0.9932,1,0.99477,0.95436,0.34841,0.15719,0.80778,0.00372884,0.00372884,0.00372884
588,14740.2,0.10812,0.09011,0.75235,0.9932,1,0.99477,0.95343,0.34859,0.15701,0.80782,0.00371385,0.00371385,0.00371385
589,14765,0.11671,0.09391,0.75223,0.9932,1,0.99473,0.9535,0.34863,0.15726,0.80785,0.00369889,0.00369889,0.00369889
590,14789.9,0.11714,0.09396,0.75623,0.9932,1,0.99477,0.95367,0.34863,0.15706,0.80788,0.00368393,0.00368393,0.00368393
591,14814.6,0.11472,0.09161,0.75623,0.9932,1,0.99477,0.95384,0.34875,0.15703,0.80791,0.00366899,0.00366899,0.00366899
592,14839.6,0.11383,0.09396,0.75441,0.9932,1,0.99473,0.95284,0.34882,0.157,0.80793,0.00365407,0.00365407,0.00365407
593,14864.7,0.1146,0.09316,0.75781,0.99321,1,0.99473,0.95367,0.34873,0.15738,0.80795,0.00363915,0.00363915,0.00363915
594,14889.5,0.11173,0.09132,0.75349,0.99321,1,0.99477,0.95424,0.34856,0.15746,0.80791,0.00362426,0.00362426,0.00362426
595,14914.3,0.11524,0.09313,0.75665,0.99321,1,0.99477,0.95322,0.34881,0.15752,0.80796,0.00360937,0.00360937,0.00360937
596,14939.3,0.11677,0.09795,0.75666,0.99321,1,0.99477,0.95308,0.34875,0.15773,0.80797,0.0035945,0.0035945,0.0035945
597,14964.2,0.11383,0.09393,0.75157,0.99321,1,0.99477,0.95307,0.34885,0.15743,0.80804,0.00357964,0.00357964,0.00357964
598,14989,0.11192,0.09228,0.75555,0.99321,1,0.99473,0.95316,0.34881,0.15807,0.80806,0.0035648,0.0035648,0.0035648
599,15013.8,0.1165,0.09344,0.75546,0.99321,1,0.99473,0.953,0.34894,0.1581,0.80812,0.00354998,0.00354998,0.00354998
600,15038.7,0.1137,0.09556,0.75522,0.99321,1,0.99473,0.95329,0.34893,0.15828,0.80812,0.00353516,0.00353516,0.00353516
601,15063.7,0.11561,0.09313,0.76173,0.99321,1,0.99473,0.95405,0.34891,0.1584,0.80816,0.00352037,0.00352037,0.00352037
602,15088.9,0.10889,0.09035,0.75091,0.99321,1,0.99473,0.95355,0.34881,0.15775,0.80817,0.00350558,0.00350558,0.00350558
603,15114.1,0.10726,0.0872,0.75681,0.99321,1,0.99473,0.95192,0.34889,0.15822,0.80821,0.00349082,0.00349082,0.00349082
604,15139.1,0.11642,0.09246,0.75036,0.99321,1,0.99473,0.95203,0.34886,0.15829,0.80825,0.00347607,0.00347607,0.00347607
605,15163.7,0.11073,0.09085,0.75767,0.99321,1,0.99473,0.95298,0.34883,0.15808,0.80828,0.00346133,0.00346133,0.00346133
606,15188.7,0.10828,0.08933,0.75604,0.99321,1,0.99473,0.95201,0.34883,0.15789,0.80827,0.00344661,0.00344661,0.00344661
607,15213.7,0.11231,0.09116,0.7517,0.99321,1,0.99473,0.95193,0.34881,0.15797,0.80831,0.0034319,0.0034319,0.0034319
608,15238.5,0.11184,0.09184,0.7511,0.99321,1,0.99473,0.95218,0.34895,0.15834,0.80833,0.00341722,0.00341722,0.00341722
609,15263.4,0.11343,0.09466,0.75581,0.99321,1,0.99473,0.95199,0.34885,0.15846,0.80834,0.00340254,0.00340254,0.00340254
610,15288.4,0.11379,0.09361,0.75566,0.99321,1,0.99473,0.95203,0.3489,0.15897,0.80835,0.00338789,0.00338789,0.00338789
611,15313.4,0.11568,0.09519,0.75423,0.99321,1,0.99473,0.95241,0.34891,0.15856,0.80838,0.00337325,0.00337325,0.00337325
612,15338.6,0.11601,0.09764,0.75276,0.99321,1,0.99473,0.95224,0.34907,0.15842,0.80844,0.00335862,0.00335862,0.00335862
613,15363.5,0.11625,0.09619,0.75384,0.99321,1,0.9947,0.95218,0.34914,0.15873,0.80845,0.00334402,0.00334402,0.00334402
614,15388.4,0.11061,0.09161,0.75542,0.99321,1,0.9947,0.95264,0.34916,0.15915,0.80845,0.00332943,0.00332943,0.00332943
615,15413.2,0.11926,0.09461,0.7557,0.99321,1,0.9947,0.95231,0.34931,0.15897,0.80846,0.00331486,0.00331486,0.00331486
616,15438,0.10807,0.09063,0.75837,0.99322,1,0.9947,0.95291,0.34911,0.15917,0.80848,0.0033003,0.0033003,0.0033003
617,15463,0.11465,0.09152,0.75383,0.99321,1,0.9947,0.95264,0.34912,0.15974,0.80844,0.00328576,0.00328576,0.00328576
618,15487.9,0.11514,0.09267,0.75376,0.99322,1,0.9947,0.95323,0.34927,0.15966,0.80848,0.00327124,0.00327124,0.00327124
619,15512.8,0.10639,0.08774,0.75542,0.99322,1,0.9947,0.95292,0.34936,0.15989,0.80852,0.00325674,0.00325674,0.00325674
620,15537.7,0.11358,0.09506,0.75835,0.99322,1,0.99473,0.95293,0.3492,0.15996,0.80845,0.00324225,0.00324225,0.00324225
621,15562.8,0.10761,0.08933,0.75906,0.99321,1,0.99473,0.95339,0.34907,0.1598,0.80847,0.00322778,0.00322778,0.00322778
622,15588,0.11398,0.096,0.75895,0.99322,1,0.99473,0.9534,0.34932,0.16031,0.80849,0.00321333,0.00321333,0.00321333
623,15613,0.11606,0.09702,0.75552,0.99322,1,0.99473,0.95351,0.34945,0.1607,0.80846,0.0031989,0.0031989,0.0031989
624,15637.9,0.11161,0.09148,0.75408,0.99322,1,0.99473,0.95314,0.34948,0.16118,0.80849,0.00318449,0.00318449,0.00318449
625,15662.9,0.11338,0.09342,0.75633,0.99322,1,0.9947,0.95313,0.34952,0.16117,0.8085,0.00317009,0.00317009,0.00317009
626,15687.6,0.11502,0.09894,0.75697,0.99322,1,0.99473,0.95337,0.34966,0.16167,0.80855,0.00315572,0.00315572,0.00315572
627,15712.4,0.12392,0.10051,0.75372,0.99322,1,0.99473,0.95277,0.34985,0.16195,0.8086,0.00314136,0.00314136,0.00314136
628,15737.3,0.11588,0.09656,0.75523,0.99322,1,0.99473,0.95338,0.34982,0.16189,0.8086,0.00312702,0.00312702,0.00312702
629,15762.1,0.11616,0.09602,0.75405,0.99322,1,0.99473,0.95337,0.34992,0.16283,0.80861,0.0031127,0.0031127,0.0031127
630,15787.1,0.11764,0.09896,0.75885,0.99322,1,0.9947,0.95392,0.35,0.16322,0.80865,0.0030984,0.0030984,0.0030984
631,15811.9,0.12291,0.10001,0.75442,0.99322,1,0.9947,0.9532,0.35016,0.16398,0.80868,0.00308412,0.00308412,0.00308412
632,15837.2,0.11707,0.09515,0.75483,0.99322,1,0.9947,0.95391,0.35023,0.16345,0.80873,0.00306986,0.00306986,0.00306986
633,15862.1,0.11448,0.09307,0.75798,0.99322,1,0.9947,0.95311,0.35021,0.16337,0.80871,0.00305561,0.00305561,0.00305561
634,15887,0.11375,0.09418,0.75719,0.99322,1,0.9947,0.95313,0.3503,0.16388,0.80873,0.00304139,0.00304139,0.00304139
635,15912,0.1166,0.09286,0.7566,0.99322,1,0.9947,0.95375,0.35042,0.1638,0.80876,0.00302719,0.00302719,0.00302719
636,15937,0.11904,0.09501,0.75829,0.99322,1,0.9947,0.95283,0.35032,0.16391,0.80874,0.003013,0.003013,0.003013
637,15962,0.11446,0.09264,0.75624,0.99322,1,0.9947,0.95195,0.35036,0.16375,0.80876,0.00299884,0.00299884,0.00299884
638,15987.1,0.12137,0.09349,0.75453,0.99322,1,0.9947,0.95242,0.35024,0.16385,0.80876,0.0029847,0.0029847,0.0029847
639,16011.9,0.13299,0.10313,0.75249,0.99322,1,0.9947,0.95207,0.35045,0.16387,0.8088,0.00297058,0.00297058,0.00297058
640,16037,0.12842,0.09903,0.75468,0.99322,1,0.9947,0.95249,0.35065,0.16389,0.80883,0.00295647,0.00295647,0.00295647
641,16061.9,0.13332,0.10195,0.76155,0.99322,1,0.9947,0.95294,0.35077,0.16432,0.80883,0.00294239,0.00294239,0.00294239
642,16086.9,0.12353,0.09747,0.75767,0.99322,1,0.9947,0.95302,0.35074,0.16445,0.80885,0.00292833,0.00292833,0.00292833
643,16111.8,0.1151,0.09285,0.74968,0.99322,1,0.9947,0.95196,0.35097,0.16425,0.80889,0.00291429,0.00291429,0.00291429
644,16136.7,0.11627,0.09551,0.75107,0.99322,1,0.9947,0.95289,0.3511,0.16421,0.8089,0.00290027,0.00290027,0.00290027
645,16161.7,0.11815,0.09304,0.75452,0.99322,1,0.9947,0.953,0.35116,0.16471,0.80893,0.00288628,0.00288628,0.00288628
646,16186.5,0.10567,0.0898,0.75733,0.99322,1,0.9947,0.95272,0.35124,0.16521,0.80902,0.0028723,0.0028723,0.0028723
647,16211.4,0.10779,0.09064,0.75389,0.99322,1,0.9947,0.95292,0.35122,0.16501,0.80903,0.00285835,0.00285835,0.00285835
648,16236.2,0.11187,0.09385,0.7529,0.99322,1,0.9947,0.95274,0.35126,0.16514,0.80903,0.00284441,0.00284441,0.00284441
649,16261.2,0.10921,0.09033,0.7555,0.99322,1,0.99473,0.9521,0.35127,0.16566,0.809,0.0028305,0.0028305,0.0028305
650,16286.2,0.1098,0.08818,0.7583,0.99322,1,0.9947,0.95222,0.35133,0.16565,0.80899,0.00281661,0.00281661,0.00281661
651,16311,0.1146,0.09139,0.75935,0.99322,1,0.99473,0.95223,0.35149,0.16585,0.80906,0.00280275,0.00280275,0.00280275
652,16336,0.10887,0.08789,0.75848,0.99322,1,0.9947,0.95213,0.35142,0.16579,0.80907,0.0027889,0.0027889,0.0027889
653,16361,0.11521,0.09356,0.75538,0.99322,1,0.9947,0.95152,0.35155,0.16615,0.80915,0.00277508,0.00277508,0.00277508
654,16385.8,0.11302,0.09235,0.75043,0.99322,1,0.9947,0.95211,0.35162,0.16669,0.80913,0.00276128,0.00276128,0.00276128
655,16410.6,0.10827,0.08944,0.75283,0.99322,1,0.9947,0.95207,0.35168,0.16666,0.80916,0.0027475,0.0027475,0.0027475
656,16435.6,0.10592,0.08564,0.75722,0.99322,1,0.9947,0.95284,0.3516,0.16667,0.80914,0.00273375,0.00273375,0.00273375
657,16460.7,0.11108,0.08918,0.75901,0.99322,1,0.9947,0.95227,0.35144,0.16668,0.80915,0.00272002,0.00272002,0.00272002
658,16485.6,0.11129,0.08825,0.75169,0.99322,1,0.9947,0.95166,0.35163,0.16738,0.80911,0.00270631,0.00270631,0.00270631
659,16510.6,0.11541,0.09074,0.75308,0.99322,1,0.9947,0.9536,0.35159,0.16743,0.80915,0.00269262,0.00269262,0.00269262
660,16535.6,0.11772,0.09309,0.75407,0.99322,1,0.9947,0.95216,0.35158,0.16724,0.80914,0.00267896,0.00267896,0.00267896
661,16560.5,0.11267,0.08869,0.75909,0.99322,1,0.9947,0.95176,0.35185,0.16776,0.80918,0.00266532,0.00266532,0.00266532
662,16585.4,0.10789,0.08609,0.75648,0.99322,1,0.9947,0.95176,0.35183,0.16761,0.80916,0.0026517,0.0026517,0.0026517
663,16610.3,0.10703,0.08638,0.75975,0.99322,1,0.9947,0.9522,0.35179,0.16753,0.80918,0.00263811,0.00263811,0.00263811
664,16635.1,0.10348,0.08264,0.75582,0.99322,1,0.9947,0.95205,0.35168,0.16684,0.8092,0.00262454,0.00262454,0.00262454
665,16660,0.10335,0.08299,0.75505,0.99322,1,0.9947,0.95212,0.35159,0.16698,0.80918,0.002611,0.002611,0.002611
666,16684.9,0.10058,0.08175,0.75673,0.99322,1,0.99473,0.95254,0.35176,0.16638,0.8092,0.00259748,0.00259748,0.00259748
667,16709.8,0.09944,0.08222,0.75564,0.99322,1,0.9947,0.95092,0.35156,0.16673,0.80918,0.00258398,0.00258398,0.00258398
668,16734.6,0.09613,0.08134,0.75367,0.99322,1,0.9947,0.95256,0.35179,0.16736,0.80919,0.00257051,0.00257051,0.00257051
669,16759.6,0.10047,0.08224,0.751,0.99322,1,0.9947,0.95264,0.35166,0.1671,0.80917,0.00255707,0.00255707,0.00255707
670,16784.5,0.09492,0.08018,0.75712,0.99322,1,0.9947,0.95319,0.35167,0.16723,0.8092,0.00254364,0.00254364,0.00254364
671,16809.4,0.09961,0.08038,0.74921,0.99322,1,0.9947,0.95363,0.35174,0.1678,0.80919,0.00253024,0.00253024,0.00253024
672,16834.4,0.10275,0.08431,0.75196,0.99322,1,0.9947,0.95374,0.35167,0.16739,0.80917,0.00251687,0.00251687,0.00251687
673,16859.7,0.10079,0.08396,0.75369,0.99322,1,0.9947,0.95319,0.35164,0.16755,0.80913,0.00250352,0.00250352,0.00250352
674,16884.7,0.09676,0.0818,0.75416,0.99322,1,0.9947,0.95352,0.35178,0.16791,0.80913,0.0024902,0.0024902,0.0024902
675,16909.8,0.09781,0.0817,0.75702,0.99322,1,0.9947,0.95383,0.35181,0.16814,0.80913,0.0024769,0.0024769,0.0024769
676,16935.1,0.09675,0.08211,0.75179,0.99322,1,0.9947,0.95409,0.35172,0.16874,0.80913,0.00246363,0.00246363,0.00246363
677,16960.8,0.09692,0.08174,0.75544,0.99322,1,0.9947,0.95264,0.35174,0.16888,0.80912,0.00245039,0.00245039,0.00245039
678,16986.2,0.09822,0.08046,0.75248,0.99322,1,0.9947,0.95268,0.35169,0.16893,0.8091,0.00243716,0.00243716,0.00243716
679,17011.1,0.09449,0.08191,0.75202,0.99322,1,0.9947,0.95391,0.35178,0.1689,0.80911,0.00242397,0.00242397,0.00242397
680,17036.1,0.09672,0.08158,0.75271,0.99322,1,0.9947,0.95446,0.35163,0.16906,0.80908,0.0024108,0.0024108,0.0024108
681,17061,0.09601,0.08184,0.7532,0.99322,1,0.9947,0.95422,0.35167,0.16919,0.80909,0.00239766,0.00239766,0.00239766
682,17085.9,0.09305,0.07994,0.75316,0.99322,1,0.9947,0.9535,0.35168,0.16879,0.80908,0.00238454,0.00238454,0.00238454
683,17110.8,0.09471,0.08081,0.75936,0.99322,1,0.9947,0.95375,0.3515,0.16956,0.80906,0.00237145,0.00237145,0.00237145
684,17135.7,0.09304,0.07953,0.75371,0.99322,1,0.9947,0.95342,0.3515,0.17013,0.80909,0.00235839,0.00235839,0.00235839
685,17160.7,0.09463,0.07882,0.7527,0.99322,1,0.9947,0.95374,0.35159,0.17023,0.80912,0.00234535,0.00234535,0.00234535
686,17185.7,0.09935,0.08388,0.75731,0.99322,1,0.9947,0.95319,0.35164,0.17016,0.80911,0.00233234,0.00233234,0.00233234
687,17210.9,0.09599,0.08398,0.75326,0.99322,1,0.9947,0.9536,0.35158,0.17046,0.80908,0.00231935,0.00231935,0.00231935
688,17235.9,0.09906,0.08326,0.75335,0.99322,1,0.9947,0.95261,0.35153,0.17039,0.80911,0.0023064,0.0023064,0.0023064
689,17260.9,0.09872,0.08211,0.7569,0.99322,1,0.9947,0.95272,0.35143,0.17058,0.8091,0.00229347,0.00229347,0.00229347
690,17285.8,0.09895,0.08326,0.75281,0.99322,1,0.9947,0.95217,0.35147,0.17055,0.80907,0.00228056,0.00228056,0.00228056
691,17310.9,0.10698,0.08962,0.74892,0.99322,1,0.9947,0.9523,0.35155,0.17052,0.80909,0.00226769,0.00226769,0.00226769
692,17336,0.11006,0.09526,0.7547,0.99322,1,0.9947,0.95144,0.35156,0.17039,0.80907,0.00225484,0.00225484,0.00225484
693,17361,0.10612,0.08871,0.75408,0.99322,1,0.9947,0.9514,0.35155,0.17114,0.80909,0.00224202,0.00224202,0.00224202
694,17385.9,0.10788,0.08948,0.75153,0.99322,1,0.99473,0.95206,0.35144,0.17061,0.80907,0.00222923,0.00222923,0.00222923
695,17410.9,0.10752,0.08874,0.74839,0.99322,1,0.9947,0.95153,0.35129,0.17064,0.80909,0.00221646,0.00221646,0.00221646
696,17435.8,0.1106,0.09088,0.75318,0.99322,1,0.99473,0.95209,0.3516,0.17152,0.80911,0.00220372,0.00220372,0.00220372
697,17461.1,0.11195,0.09278,0.75523,0.99322,1,0.99473,0.95184,0.35155,0.1717,0.80916,0.00219102,0.00219102,0.00219102
698,17486.1,0.1078,0.08866,0.75689,0.99322,1,0.99473,0.95256,0.35148,0.17166,0.80918,0.00217833,0.00217833,0.00217833
699,17511.1,0.1055,0.08934,0.75479,0.99322,1,0.99473,0.95111,0.35149,0.17199,0.80919,0.00216568,0.00216568,0.00216568
700,17536.2,0.10959,0.09254,0.75546,0.99322,1,0.99473,0.951,0.35142,0.17195,0.80918,0.00215306,0.00215306,0.00215306
701,17561.2,0.10553,0.08774,0.75587,0.99322,1,0.99473,0.95085,0.35136,0.17246,0.80923,0.00214046,0.00214046,0.00214046
702,17586.3,0.10884,0.08843,0.75739,0.99322,1,0.9947,0.95075,0.35143,0.1725,0.80927,0.0021279,0.0021279,0.0021279
703,17611.2,0.10502,0.08571,0.75393,0.99322,1,0.9947,0.95151,0.3513,0.17228,0.8092,0.00211536,0.00211536,0.00211536
704,17636.2,0.10745,0.08583,0.75189,0.99322,1,0.99473,0.9505,0.35114,0.17262,0.80913,0.00210285,0.00210285,0.00210285
705,17661.1,0.10909,0.08708,0.75632,0.99322,1,0.99473,0.95086,0.35117,0.17236,0.80913,0.00209037,0.00209037,0.00209037
706,17686.2,0.09985,0.08317,0.75576,0.99322,1,0.9947,0.95092,0.35106,0.17287,0.80907,0.00207792,0.00207792,0.00207792
707,17711.2,0.10025,0.08268,0.75405,0.99322,1,0.99473,0.95304,0.35104,0.17256,0.80906,0.0020655,0.0020655,0.0020655
708,17736.2,0.10009,0.08295,0.75678,0.99322,1,0.99473,0.95182,0.35098,0.17259,0.80905,0.00205311,0.00205311,0.00205311
709,17761.1,0.0996,0.08366,0.75516,0.99322,1,0.99473,0.952,0.35086,0.17279,0.80899,0.00204075,0.00204075,0.00204075
710,17786.3,0.10101,0.08404,0.75315,0.99322,1,0.9947,0.95231,0.3508,0.17298,0.80895,0.00202841,0.00202841,0.00202841
711,17811.5,0.0954,0.0811,0.75678,0.99322,1,0.9947,0.95113,0.35091,0.1734,0.80895,0.00201611,0.00201611,0.00201611
712,17836.4,0.10117,0.08424,0.74872,0.99322,1,0.9947,0.9521,0.35094,0.17304,0.80893,0.00200384,0.00200384,0.00200384
713,17861.3,0.10949,0.08695,0.7559,0.99322,1,0.9947,0.95202,0.35083,0.17331,0.80896,0.00199159,0.00199159,0.00199159
714,17886.3,0.11253,0.0893,0.75886,0.99322,1,0.9947,0.95135,0.3509,0.17304,0.80895,0.00197938,0.00197938,0.00197938
715,17911.3,0.10936,0.08459,0.7559,0.99322,1,0.99473,0.95181,0.35069,0.17298,0.80897,0.0019672,0.0019672,0.0019672
716,17936.3,0.1084,0.08524,0.75685,0.99322,1,0.9947,0.9518,0.35073,0.17293,0.80895,0.00195505,0.00195505,0.00195505
717,17961.5,0.10082,0.08061,0.75758,0.99322,1,0.99473,0.95205,0.35058,0.17332,0.80894,0.00194293,0.00194293,0.00194293
718,17986.5,0.09826,0.08063,0.75637,0.99322,1,0.9947,0.95101,0.35061,0.17347,0.80899,0.00193084,0.00193084,0.00193084
719,18011.3,0.10183,0.08351,0.75709,0.99322,1,0.9947,0.95,0.35071,0.17324,0.80902,0.00191878,0.00191878,0.00191878
720,18036.1,0.10499,0.08398,0.7537,0.99322,1,0.99473,0.94971,0.35068,0.17339,0.80904,0.00190675,0.00190675,0.00190675
721,18061.1,0.11009,0.08676,0.75551,0.99322,1,0.9947,0.95081,0.35071,0.17364,0.80906,0.00189475,0.00189475,0.00189475
722,18085.9,0.10601,0.08251,0.75879,0.99322,1,0.9947,0.95107,0.35099,0.17387,0.80911,0.00188278,0.00188278,0.00188278
723,18110.7,0.11219,0.08712,0.75392,0.99322,1,0.99473,0.95173,0.35094,0.17396,0.80911,0.00187085,0.00187085,0.00187085
724,18135.4,0.10552,0.08338,0.75893,0.99322,1,0.99473,0.95172,0.35118,0.17428,0.80922,0.00185895,0.00185895,0.00185895
725,18160.3,0.10767,0.0852,0.75613,0.99322,1,0.99473,0.9517,0.35141,0.17499,0.80922,0.00184707,0.00184707,0.00184707
726,18185.4,0.10023,0.0819,0.74987,0.99322,1,0.9947,0.95149,0.35138,0.17529,0.80924,0.00183523,0.00183523,0.00183523
727,18210.4,0.10263,0.08282,0.75772,0.99322,1,0.9947,0.95127,0.35142,0.1756,0.80919,0.00182342,0.00182342,0.00182342
728,18235.3,0.10939,0.0852,0.75368,0.99322,1,0.9947,0.95057,0.35127,0.1749,0.8092,0.00181165,0.00181165,0.00181165
729,18260.2,0.10947,0.08567,0.7536,0.99322,1,0.9947,0.95052,0.35123,0.17564,0.80917,0.0017999,0.0017999,0.0017999
730,18285.1,0.12132,0.0897,0.75357,0.99322,1,0.9947,0.95085,0.35148,0.17566,0.8092,0.00178819,0.00178819,0.00178819
731,18310.1,0.11783,0.08836,0.7549,0.99322,1,0.99467,0.95058,0.35138,0.17604,0.8092,0.00177651,0.00177651,0.00177651
732,18334.9,0.11029,0.08428,0.75411,0.99322,1,0.99467,0.95097,0.35146,0.17635,0.80924,0.00176486,0.00176486,0.00176486
733,18359.5,0.10792,0.08395,0.75145,0.99322,1,0.99467,0.95023,0.35148,0.17686,0.80925,0.00175324,0.00175324,0.00175324
734,18384.4,0.1112,0.08496,0.75869,0.99322,1,0.9947,0.95101,0.35156,0.17701,0.80924,0.00174166,0.00174166,0.00174166
735,18409.4,0.10969,0.08269,0.75331,0.99322,1,0.99467,0.95006,0.35158,0.17692,0.80924,0.00173011,0.00173011,0.00173011
736,18434.4,0.10056,0.07952,0.7487,0.99322,1,0.9947,0.94947,0.35174,0.17674,0.80924,0.00171859,0.00171859,0.00171859
737,18459.3,0.10614,0.08051,0.75746,0.99322,1,0.9947,0.95024,0.35174,0.17688,0.80926,0.0017071,0.0017071,0.0017071
738,18484.2,0.11145,0.08369,0.75553,0.99322,1,0.9947,0.9505,0.35176,0.17704,0.80922,0.00169565,0.00169565,0.00169565
739,18509.1,0.09946,0.07651,0.75433,0.99322,1,0.9947,0.95001,0.35179,0.17741,0.8092,0.00168423,0.00168423,0.00168423
740,18534,0.09971,0.0795,0.74711,0.99322,1,0.9947,0.95083,0.35173,0.17774,0.80918,0.00167284,0.00167284,0.00167284
741,18558.9,0.09316,0.07523,0.75218,0.99322,1,0.99467,0.95079,0.35175,0.17822,0.80912,0.00166149,0.00166149,0.00166149
742,18583.8,0.09285,0.07613,0.75374,0.99322,1,0.99467,0.95141,0.35178,0.17804,0.8092,0.00165017,0.00165017,0.00165017
743,18608.9,0.09633,0.07738,0.75157,0.99322,1,0.9947,0.95057,0.35164,0.17822,0.80915,0.00163889,0.00163889,0.00163889
744,18633.8,0.09424,0.07744,0.75268,0.99322,1,0.99467,0.95045,0.3518,0.17861,0.80921,0.00162763,0.00162763,0.00162763
745,18658.7,0.09626,0.07722,0.75582,0.99322,1,0.99467,0.9504,0.35181,0.1788,0.80917,0.00161642,0.00161642,0.00161642
746,18683.8,0.09762,0.07873,0.75127,0.99322,1,0.99467,0.94953,0.35182,0.17891,0.80913,0.00160523,0.00160523,0.00160523
747,18708.7,0.10083,0.07906,0.75299,0.99322,1,0.9947,0.94939,0.35181,0.17946,0.80915,0.00159408,0.00159408,0.00159408
748,18733.6,0.09723,0.07772,0.75212,0.99322,1,0.9947,0.95003,0.35183,0.1792,0.80913,0.00158296,0.00158296,0.00158296
749,18758.8,0.10209,0.0789,0.75065,0.99322,1,0.9947,0.95003,0.35175,0.1789,0.80915,0.00157188,0.00157188,0.00157188
750,18783.7,0.09917,0.07855,0.75131,0.99322,1,0.9947,0.95078,0.35186,0.17946,0.80917,0.00156083,0.00156083,0.00156083
751,18808.8,0.11006,0.08249,0.75265,0.99322,1,0.9947,0.94958,0.35173,0.18022,0.80914,0.00154982,0.00154982,0.00154982
752,18833.7,0.11373,0.08318,0.7544,0.99322,1,0.9947,0.95067,0.35148,0.17991,0.80909,0.00153884,0.00153884,0.00153884
753,18858.6,0.10895,0.0815,0.75787,0.99322,1,0.9947,0.94973,0.35152,0.18023,0.8091,0.0015279,0.0015279,0.0015279
754,18883.7,0.11112,0.08314,0.75702,0.99322,1,0.9947,0.95069,0.35151,0.18019,0.80917,0.00151699,0.00151699,0.00151699
755,18908.8,0.09882,0.07582,0.75158,0.99322,1,0.9947,0.95044,0.35137,0.1801,0.80914,0.00150611,0.00150611,0.00150611
756,18933.9,0.09208,0.0739,0.75519,0.99322,1,0.9947,0.95051,0.35149,0.18044,0.80911,0.00149527,0.00149527,0.00149527
757,18958.9,0.09097,0.07266,0.75362,0.99323,1,0.9947,0.95034,0.35144,0.18028,0.80915,0.00148447,0.00148447,0.00148447
758,18983.8,0.08435,0.07084,0.75924,0.99322,1,0.99467,0.95094,0.35148,0.18074,0.80914,0.0014737,0.0014737,0.0014737
759,19008.7,0.08716,0.07222,0.75217,0.99323,1,0.9947,0.94975,0.35149,0.1812,0.80916,0.00146297,0.00146297,0.00146297
760,19033.6,0.08041,0.06748,0.75206,0.99322,1,0.9947,0.95055,0.35158,0.18148,0.80918,0.00145227,0.00145227,0.00145227
761,19058.6,0.08741,0.07183,0.75619,0.99323,1,0.99467,0.95104,0.35153,0.18163,0.80915,0.00144161,0.00144161,0.00144161
762,19083.5,0.07958,0.06795,0.74941,0.99323,1,0.9947,0.95044,0.35152,0.18161,0.80919,0.00143098,0.00143098,0.00143098
763,19108.9,0.07991,0.06855,0.75199,0.99322,1,0.9947,0.95037,0.35156,0.18183,0.80922,0.00142039,0.00142039,0.00142039
764,19134.1,0.07851,0.06745,0.75126,0.99323,1,0.99467,0.95016,0.35156,0.18164,0.80925,0.00140983,0.00140983,0.00140983
